timestamp,line_pressure_N_per_mm,calender_speed_m_per_min,roller_temp_upper_C,roller_temp_lower_C,gap_width_um,electrode_thickness_um,estimated_porosity_percent,pressure_median_60s,pressure_residual,violation,violation_group,violation_duration,alarm
2026-01-01 08:00:00,1942.263142595009,82.9287930939698,149.31441261321726,147.69676875176776,91.07017393911664,91.50996331319844,27.25868936739792,,,False,1,0,False
2026-01-01 08:00:01,1888.3515657364792,81.20351082459116,149.7696435072479,147.06857017978632,89.99175108497364,90.09408200197284,26.301181089184357,,,False,1,0,False
2026-01-01 08:00:02,1900.8205040919647,81.00360789084064,151.2471945167656,148.4207980183054,89.71226405861555,89.64613071007022,26.43977000092073,,,False,1,0,False
2026-01-01 08:00:03,1910.1879070749128,83.33122657774823,148.80454223261265,147.19883432359254,90.47433790431424,90.47371668725994,27.8869854008048,,,False,1,0,False
2026-01-01 08:00:04,1880.2769242843565,81.55234326860352,150.90748443674806,146.1488200473738,89.29281787717214,89.1004473652719,28.25121630998445,,,False,1,0,False
2026-01-01 08:00:05,1900.0516393226487,83.33735995013001,150.0909926781054,148.0607964617054,90.09873980744445,89.35543736356033,26.820591857248864,,,False,1,0,False
2026-01-01 08:00:06,1899.977740353552,85.26880895084179,150.43222968638338,148.06270053555048,91.08543381939408,91.33648660691848,27.962239251762988,,,False,1,0,False
2026-01-01 08:00:07,1856.1318923413644,80.85675146870082,152.56829677817794,148.8679477435412,89.20605932751118,89.5765280429726,27.9093082758404,,,False,1,0,False
2026-01-01 08:00:08,1925.4414501415877,82.4399151523704,151.633514498821,147.97359800831038,89.31966101250097,89.39295545542998,27.38818052888925,,,False,1,0,False
2026-01-01 08:00:09,1915.0124628979888,83.4540297143729,149.7316997682522,146.16134998096982,91.41571920195652,91.67305457481204,27.001687070289027,,,False,1,0,False
2026-01-01 08:00:10,1884.364275650831,81.6478864529498,148.03899882490737,147.52851342923103,89.71189555170916,89.78971257725202,27.073292699187565,,,False,1,0,False
2026-01-01 08:00:11,1895.711293470107,80.36317182634545,153.77714138919933,149.0438440899549,90.5893997707936,90.41159750521794,27.274111878029117,,,False,1,0,False
2026-01-01 08:00:12,1912.6324843549187,83.50708683048741,146.90157436493854,146.90469726126238,89.63717790753363,89.8564669723541,26.99740298198502,,,False,1,0,False
2026-01-01 08:00:13,1893.4660896202088,83.25264855203824,152.12305868474272,148.29029255312835,89.89529403741912,89.43558918512238,27.183999289666986,,,False,1,0,False
2026-01-01 08:00:14,1893.9312730331865,83.39046234907568,150.72967784537585,149.76939571289412,90.34540131051018,89.68672558782046,27.492093836445594,,,False,1,0,False
